index,latitud,longitud,provincia,edad,sexo,motivo_desaparicion,motivo_desaparicion_obs,fecha_desaparicion,situacion_actual,fecha_localizacion,year,month,day,days_gone,age_group,parishId,cantonId,provinceId
2891,-2.1184277,-79.9474463,GUAYAS,30,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-31,ENCONTRADO,2023-04-06,2023,3,31,6,18-35,090150,0901,09
2892,-0.327644,-78.5673547,PICHINCHA,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-08,ENCONTRADO,2023-03-08,2023,2,8,28,13-17,170150,1701,17
2893,-2.21859948,-79.92656659,GUAYAS,18,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-05,ENCONTRADO,2023-09-12,2023,9,5,7,18-35,090150,0901,09
2894,-0.33000711,-78.56760533,PICHINCHA,19,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-01,ENCONTRADO,2023-04-02,2023,4,1,1,18-35,170150,1701,17
2895,-2.13409716,-79.60601633,GUAYAS,13,MUJER,PROBLEMAS FAMILIARES,MALTRATO FISICO,2023-08-25,ENCONTRADO,2023-09-07,2023,8,25,13,13-17,091050,0910,09
2896,-2.168974,-79.8397207,GUAYAS,27,HOMBRE,FALLECIDO,NO DETERMINADA,2023-04-26,FALLECIDO,2023-04-30,2023,4,26,4,18-35,090750,0907,09
2897,-2.1088129,-79.9031776,GUAYAS,61,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-26,ENCONTRADO,2023-05-30,2023,5,26,4,36-64,090150,0901,09
2898,-1.8197455,-80.2377078,GUAYAS,31,MUJER,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-03-06,ENCONTRADO,2023-04-06,2023,3,6,31,18-35,091450,0914,09
2899,0.96750934,-79.65131654,ESMERALDAS,11,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-29,ENCONTRADO,2023-03-31,2023,3,29,2,12 o menos,080150,0801,08
2900,-1.6658176,-78.6579151,CHIMBORAZO,23,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-23,ENCONTRADO,2023-04-23,2023,4,23,0,18-35,060150,0601,06
2901,-1.19282512,-78.59330241,TUNGURAHUA,16,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,OTRAS ENFERMEDADES MENTALES,2023-05-13,ENCONTRADO,2023-06-10,2023,5,13,28,13-17,180156,1801,18
2902,-0.1425071,-78.4796156,PICHINCHA,27,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-04-19,ENCONTRADO,2023-04-27,2023,4,19,8,18-35,170150,1701,17
2903,-0.11642505,-78.45714724,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-31,ENCONTRADO,2023-04-01,2023,3,31,1,13-17,170150,1701,17
2904,-0.2952638,-78.5368251,PICHINCHA,14,MUJER,PROBLEMAS PSICOL�GICOS,PROBLEMAS DE CONDUCTA,2023-03-07,ENCONTRADO,2023-03-14,2023,3,7,7,13-17,170150,1701,17
2905,-0.35681192,-78.45765495,PICHINCHA,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-25,ENCONTRADO,2023-08-28,2023,7,25,34,13-17,170551,1705,17
2906,-0.9339953,-78.6145698,COTOPAXI,42,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-18,ENCONTRADO,2023-02-28,2023,2,18,10,36-64,050150,0501,05
2907,-2.2109703,-80.8685958,SANTA ELENA,46,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-26,ENCONTRADO,2023-03-28,2023,3,26,2,36-64,240150,2401,24
2908,0.32869758,-79.47528127,ESMERALDAS,18,HOMBRE,SIN_DATO,SIN_DATO,2023-09-07,DESAPARECIDO,NA,2023,9,7,NA,18-35,080450,0804,08
2909,-2.1917649,-79.8794617,GUAYAS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-10,ENCONTRADO,2023-03-11,2023,3,10,1,13-17,090150,0901,09
2910,-0.25206279,-78.52280471,PICHINCHA,24,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-09-11,ENCONTRADO,2023-09-12,2023,9,11,1,18-35,170150,1701,17
2911,-0.2949217,-78.5628897,PICHINCHA,28,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-08,ENCONTRADO,2023-05-28,2023,5,8,20,18-35,170150,1701,17
2912,-1.34043243,-78.53445685,TUNGURAHUA,18,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-08,ENCONTRADO,2023-03-11,2023,3,8,3,18-35,180750,1807,18
2913,-2.0638286,-79.9528451,GUAYAS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-25,ENCONTRADO,2023-06-16,2023,5,25,22,13-17,090150,0901,09
2914,-0.2856211,-78.5650431,PICHINCHA,15,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-26,ENCONTRADO,2023-04-30,2023,4,26,4,13-17,170150,1701,17
2915,-0.15074426,-78.47142809,PICHINCHA,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-01,ENCONTRADO,2023-04-01,2023,4,1,0,13-17,170150,1701,17
2916,0.31410324,-79.53365927,ESMERALDAS,32,HOMBRE,FALLECIDO,HOMICIDIO ASESINATO,2023-05-21,FALLECIDO,2023-05-27,2023,5,21,6,18-35,080450,0804,08
2917,-0.0938126,-78.50593943,PICHINCHA,24,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-10,ENCONTRADO,2023-03-12,2023,3,10,2,18-35,170150,1701,17
2918,-2.27618148,-79.88609777,GUAYAS,66,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-09,ENCONTRADO,2023-07-16,2023,6,9,37,65 o mas,090150,0901,09
2919,-0.1001503,-78.5186742,PICHINCHA,35,MUJER,PROBLEMAS SOCIALES,DELINCUENCIA,2023-05-09,ENCONTRADO,2023-05-25,2023,5,9,16,18-35,170150,1701,17
2920,-2.12253706,-79.89144625,GUAYAS,16,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-06-15,ENCONTRADO,2023-07-01,2023,6,15,16,13-17,090150,0901,09
2921,-1.7335847,-78.5944718,CHIMBORAZO,4,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-17,ENCONTRADO,2023-04-14,2023,3,17,28,12 o menos,060450,0604,06
2922,-0.0971214,-78.4225594,PICHINCHA,52,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-16,ENCONTRADO,2023-04-04,2023,3,16,19,36-64,170155,1701,17
2923,-0.3301626,-78.4510729,PICHINCHA,78,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-09-07,ENCONTRADO,2023-09-14,2023,9,7,7,65 o mas,170550,1705,17
2924,-0.2969955,-79.21635877,SANTO DOMINGO DE LOS TSACHILAS,29,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-09-08,ENCONTRADO,2023-10-02,2023,9,8,24,18-35,230150,2301,23
2925,0.3274432,-79.4712659,ESMERALDAS,14,MUJER,SIN_DATO,SIN_DATO,2023-09-12,DESAPARECIDO,NA,2023,9,12,NA,13-17,080450,0804,08
2926,-1.60406862,-78.63351705,CHIMBORAZO,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-10,ENCONTRADO,2023-03-11,2023,3,10,1,13-17,060750,0607,06
2927,-2.13059554,-79.96888983,GUAYAS,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-07-07,ENCONTRADO,2023-07-21,2023,7,7,14,13-17,090150,0901,09
2928,-2.15545373,-79.91725997,GUAYAS,56,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-14,ENCONTRADO,2023-04-16,2023,3,14,33,36-64,090150,0901,09
2929,-0.2521882,-79.1879383,SANTO DOMINGO DE LOS TSACHILAS,24,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-01,ENCONTRADO,2023-09-19,2023,2,1,230,18-35,230150,2301,23
2930,-0.2232699,-78.4895112,PICHINCHA,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-10,ENCONTRADO,2023-03-11,2023,3,10,1,13-17,170150,1701,17
2931,-2.0501182,-79.9590755,GUAYAS,24,HOMBRE,FALLECIDO,NO DETERMINADA,2023-03-22,FALLECIDO,2023-04-06,2023,3,22,15,18-35,090150,0901,09
2932,-0.190344,-78.3385628,PICHINCHA,1,MUJER,PROBLEMAS SOCIALES,MIGRACION,2023-02-26,ENCONTRADO,2023-04-06,2023,2,26,39,12 o menos,170183,1701,17
2933,-1.57027976,-78.53340366,CHIMBORAZO,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-09-12,ENCONTRADO,2023-10-17,2023,9,12,35,13-17,060950,0609,06
2934,-0.2853434,-78.5676808,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-10,ENCONTRADO,2023-03-13,2023,3,10,3,13-17,170150,1701,17
2935,-1.56332178,-79.75235079,LOS RIOS,18,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-19,ENCONTRADO,2023-04-08,2023,3,19,20,18-35,120850,1208,12
2936,-0.2739131,-78.4975241,PICHINCHA,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-02-28,ENCONTRADO,2023-03-29,2023,2,28,29,13-17,170156,1701,17
2937,-0.2802949,-78.5586025,PICHINCHA,14,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-10,ENCONTRADO,2023-03-15,2023,3,10,5,13-17,170150,1701,17
2938,-0.1935348,-78.4879809,PICHINCHA,22,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-04-26,ENCONTRADO,2023-04-27,2023,4,26,1,18-35,170150,1701,17
2939,-0.3743155,-78.5632461,PICHINCHA,18,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-29,ENCONTRADO,2023-09-04,2023,1,29,218,18-35,170353,1703,17
2940,0.00337685,-79.3851583,SANTO DOMINGO DE LOS TSACHILAS,14,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-05,ENCONTRADO,2023-03-08,2023,3,5,3,13-17,080850,0808,08
2941,-0.1707211,-79.0831694,SANTO DOMINGO DE LOS TSACHILAS,47,HOMBRE,SIN_DATO,SIN_DATO,2023-03-18,DESAPARECIDO,NA,2023,3,18,NA,36-64,230150,2301,23
2942,-0.03695011,-76.5964222,SUCUMBIOS,23,HOMBRE,SIN_DATO,SIN_DATO,2023-09-25,DESAPARECIDO,NA,2023,9,25,NA,18-35,210156,2101,21
2943,-1.9740994,-79.9494111,GUAYAS,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-07,ENCONTRADO,2023-03-09,2023,3,7,2,13-17,090656,0906,09
2944,-0.2981009,-78.4354042,PICHINCHA,14,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-26,ENCONTRADO,2023-05-02,2023,4,26,6,13-17,170151,1701,17
2945,-1.0179024,-78.58339736,COTOPAXI,75,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,ALZHEIMER,2023-03-10,ENCONTRADO,2023-03-11,2023,3,10,1,65 o mas,050550,0505,05
2946,-2.1955069,-79.9001962,GUAYAS,56,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-08-31,ENCONTRADO,2023-10-15,2023,8,31,45,36-64,090150,0901,09
2947,-0.3037217,-78.5670183,PICHINCHA,60,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-04-11,ENCONTRADO,2023-05-03,2023,4,11,22,36-64,170150,1701,17
2948,-0.2590975,-78.5575676,PICHINCHA,17,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-24,ENCONTRADO,2023-04-30,2023,4,24,6,13-17,170150,1701,17
2949,0.11306736,-76.87283973,SUCUMBIOS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-08-24,ENCONTRADO,2023-09-13,2023,8,24,20,13-17,210150,2101,21
2950,-2.155993,-79.9215725,GUAYAS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-12,ENCONTRADO,2023-09-15,2023,9,12,3,13-17,090150,0901,09
2951,0.0045685,-78.4467745,PICHINCHA,43,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-03-07,ENCONTRADO,2023-03-21,2023,3,7,14,36-64,170180,1701,17
2952,-1.967009,-80.010652,GUAYAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-03,ENCONTRADO,2023-03-24,2023,3,3,21,13-17,092550,0925,09
2953,-1.53528971,-79.77473259,LOS RIOS,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-04-17,ENCONTRADO,2023-04-27,2023,4,17,10,13-17,120850,1208,12
2954,-1.58794901,-78.98870914,BOLIVAR,13,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-07-09,ENCONTRADO,2023-07-10,2023,7,9,1,13-17,020150,0201,02
2955,-3.3285884,-79.7905982,EL ORO,18,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-06,ENCONTRADO,2023-07-10,2023,7,6,4,18-35,070950,0709,07
2956,-0.21786988,-78.4868647,PICHINCHA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-01,ENCONTRADO,2023-04-26,2023,4,1,25,13-17,170150,1701,17
2957,-2.90380726,-78.98679732,AZUAY,14,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-09,ENCONTRADO,2023-09-13,2023,9,9,4,13-17,010150,0101,01
2958,-2.259006,-78.12480149,MORONA SANTIAGO,58,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-09-08,ENCONTRADO,2023-09-13,2023,9,8,5,36-64,140153,1401,14
2959,-3.3365341,-79.0630932,AZUAY,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-12,ENCONTRADO,2023-09-14,2023,9,12,2,13-17,010450,0104,01
2960,-0.1224086,-78.4652483,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-26,ENCONTRADO,2023-04-29,2023,4,26,3,13-17,170150,1701,17
2961,-0.9411949,-79.2316042,COTOPAXI,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-23,ENCONTRADO,2023-04-26,2023,4,23,3,13-17,050250,0502,05
2962,0.17986208,-78.20789577,IMBABURA,18,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-11,ENCONTRADO,2023-04-26,2023,2,11,74,18-35,100453,1004,10
2963,-1.05067106,-79.61051713,GUAYAS,17,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-23,ENCONTRADO,2023-04-06,2023,3,23,14,13-17,090850,0908,09
2964,-0.0839886,-78.5087676,PICHINCHA,15,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-06,ENCONTRADO,2023-04-13,2023,2,6,66,13-17,170150,1701,17
2965,-2.1436592,-79.940554,GUAYAS,30,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-03-01,ENCONTRADO,2023-03-15,2023,3,1,14,18-35,090150,0901,09
2966,-2.42955334,-79.33761835,CA�AR,13,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-01,ENCONTRADO,2023-10-16,2023,7,1,107,13-17,030450,0304,03
2967,-2.17786901,-79.81109509,GUAYAS,33,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-18,ENCONTRADO,2023-04-17,2023,1,18,89,18-35,090750,0907,09
2968,-2.17786901,-79.81109509,GUAYAS,8,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-01-18,ENCONTRADO,2023-04-17,2023,1,18,89,12 o menos,090750,0907,09
2969,-1.71159195,-79.04600696,BOLIVAR,18,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-09-03,ENCONTRADO,2023-09-13,2023,9,3,10,18-35,020550,0205,02
2970,-0.1557681,-78.4769541,PICHINCHA,19,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-10,ENCONTRADO,2023-03-15,2023,3,10,5,18-35,170150,1701,17
2971,0.92834609,-79.66943787,ESMERALDAS,38,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-09-09,ENCONTRADO,2023-09-14,2023,9,9,5,36-64,080150,0801,08
2972,-0.2987692,-78.5227802,PICHINCHA,50,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-03-11,ENCONTRADO,2023-03-12,2023,3,11,1,36-64,170150,1701,17
2973,0.3636265,-78.153098,IMBABURA,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-15,ENCONTRADO,2023-05-31,2023,5,15,16,13-17,100251,1002,10
2974,-1.60646179,-78.64685925,CHIMBORAZO,38,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-04-22,ENCONTRADO,2023-04-25,2023,4,22,3,36-64,060750,0607,06
2975,-0.21130021,-78.45237814,PICHINCHA,35,MUJER,PROBLEMAS SOCIALES,DELINCUENCIA,2023-03-12,ENCONTRADO,2023-03-13,2023,3,12,1,18-35,170157,1701,17
2976,-0.21130021,-78.45237814,PICHINCHA,35,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-03-12,ENCONTRADO,2023-03-13,2023,3,12,1,18-35,170157,1701,17
2977,-1.734615,-78.7646228,CHIMBORAZO,2,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-09,ENCONTRADO,2023-10-03,2023,9,9,24,12 o menos,060350,0603,06
2978,-0.08248326,-78.41586113,PICHINCHA,40,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-04-24,ENCONTRADO,2023-04-27,2023,4,24,3,36-64,170155,1701,17
2979,-0.20286959,-78.49111242,PICHINCHA,22,HOMBRE,EXTRAVIADA,PERSONA EXTRAVIADA,2023-04-02,ENCONTRADO,2023-04-03,2023,4,2,1,18-35,170150,1701,17
2980,-1.68755426,-78.6428069,CHIMBORAZO,46,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-03-11,ENCONTRADO,2023-03-14,2023,3,11,3,36-64,060150,0601,06
2981,0.32238909,-79.47258711,ESMERALDAS,13,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-02-21,ENCONTRADO,2023-07-28,2023,2,21,157,13-17,080450,0804,08
2982,-1.1159269,-79.436447,LOS RIOS,16,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-13,ENCONTRADO,2023-04-07,2023,3,13,25,13-17,120553,1205,12
2983,-0.22586895,-78.51380551,PICHINCHA,36,HOMBRE,PROBLEMAS SOCIALES,ALCOHOLISMO,2023-09-15,ENCONTRADO,2023-10-17,2023,9,15,32,36-64,170150,1701,17
2984,-2.14805333,-79.94132996,GUAYAS,43,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-10,ENCONTRADO,2023-03-12,2023,3,10,2,36-64,090150,0901,09
2985,-0.1336522,-78.5018972,PICHINCHA,12,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-14,ENCONTRADO,2023-09-14,2023,9,14,0,12 o menos,170150,1701,17
2986,-2.1431673,-79.8794521,GUAYAS,31,HOMBRE,PROBLEMAS PSICOL�GICOS,DEPRESION,2023-03-26,ENCONTRADO,2023-04-05,2023,3,26,10,18-35,090150,0901,09
2987,-0.0712455,-78.4316487,PICHINCHA,20,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-09-13,ENCONTRADO,2023-09-15,2023,9,13,2,18-35,170155,1701,17
2988,-2.88613976,-78.77518051,AZUAY,23,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-14,ENCONTRADO,2023-05-29,2023,3,14,76,18-35,010350,0103,01
2989,-1.5918035,-78.702911,CHIMBORAZO,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-11,ENCONTRADO,2023-09-27,2023,9,11,16,13-17,060754,0607,06
2990,-3.39820991,-79.84443049,EL ORO,26,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-20,ENCONTRADO,2023-06-01,2023,3,20,73,18-35,071256,0712,07
2991,-1.67130808,-79.56248561,LOS RIOS,37,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-07,ENCONTRADO,2023-06-06,2023,5,7,30,36-64,120452,1204,12
2992,-1.05134865,-79.61084257,GUAYAS,6,HOMBRE,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-04-28,ENCONTRADO,2023-05-29,2023,4,28,31,12 o menos,090850,0908,09
2993,-3.2643049,-79.97282982,EL ORO,15,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-11,ENCONTRADO,2023-03-13,2023,3,11,2,13-17,070150,0701,07
2994,-1.2514939,-78.6462567,TUNGURAHUA,16,HOMBRE,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-11,ENCONTRADO,2023-06-01,2023,5,11,21,13-17,180150,1801,18
2995,-0.4616728,-76.9931074,ORELLANA,56,HOMBRE,FALLECIDO,ASESINATO,2023-05-15,FALLECIDO,2023-05-28,2023,5,15,13,36-64,220150,2201,22
2996,-0.0870492,-78.4241214,PICHINCHA,42,HOMBRE,SIN_DATO,SIN_DATO,2023-09-21,DESAPARECIDO,NA,2023,9,21,NA,36-64,170155,1701,17
2997,-0.2964769,-78.5327207,PICHINCHA,15,MUJER,PROBLEMAS FAMILIARES,MALTRATO SEXUAL,2023-02-21,ENCONTRADO,2023-03-03,2023,2,21,10,13-17,170150,1701,17
2998,-0.4616728,-76.9931074,ORELLANA,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-08-25,ENCONTRADO,2023-09-13,2023,8,25,19,13-17,220150,2201,22
2999,-1.70211658,-77.96584941,MORONA SANTIAGO,31,HOMBRE,FALLECIDO,ASESINATO,2023-03-09,FALLECIDO,2023-03-14,2023,3,9,5,18-35,140450,1404,14
3000,-1.69081833,-78.63260208,CHIMBORAZO,15,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-01,ENCONTRADO,2023-09-13,2023,9,1,12,13-17,060161,0601,06
3001,-1.44993423,-77.99575838,PASTAZA,31,HOMBRE,FALLECIDO,ASESINATO,2023-03-09,FALLECIDO,2023-03-14,2023,3,9,5,18-35,160150,1601,16
3002,-0.3044729,-78.5397312,PICHINCHA,26,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-03-11,ENCONTRADO,2023-03-12,2023,3,11,1,18-35,170150,1701,17
3003,0.37250751,-79.49015677,ESMERALDAS,60,HOMBRE,DISCAPACIDADES Y ENFERMEDADES,ALZHEIMER,2023-09-22,ENCONTRADO,2023-10-05,2023,9,22,13,36-64,080450,0804,08
3004,-1.734615,-78.7646228,CHIMBORAZO,7,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-09-09,ENCONTRADO,2023-10-03,2023,9,9,24,12 o menos,060350,0603,06
3005,-2.74052076,-78.83325571,CA�AR,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-02-28,ENCONTRADO,2023-03-02,2023,2,28,2,13-17,030155,0301,03
3006,-2.8796631,-78.77415539,AZUAY,22,HOMBRE,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-22,ENCONTRADO,2023-07-24,2023,7,22,2,18-35,010350,0103,01
3007,-1.63379544,-79.00725631,BOLIVAR,25,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-07-07,ENCONTRADO,2023-07-11,2023,7,7,4,18-35,020158,0201,02
3008,-0.98211385,-80.71173413,MANABI,13,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-07-09,ENCONTRADO,2023-07-12,2023,7,9,3,13-17,130850,1308,13
3009,-2.21343188,-79.92501103,GUAYAS,46,HOMBRE,FALLECIDO,NO DETERMINADA,2023-03-11,FALLECIDO,2023-03-13,2023,3,11,2,36-64,090150,0901,09
3010,-1.04828312,-80.4427114,MANABI,13,MUJER,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-03-29,ENCONTRADO,2023-04-07,2023,3,29,9,13-17,130150,1301,13
3011,-0.2856211,-78.5650431,PICHINCHA,16,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-04-05,ENCONTRADO,2023-06-29,2023,4,5,85,13-17,170150,1701,17
3012,-2.1702858,-79.8336862,GUAYAS,14,MUJER,PROBLEMAS FAMILIARES,FAMILIA DISFUNSIONAL,2023-05-04,ENCONTRADO,2023-05-26,2023,5,4,22,13-17,090750,0907,09
3013,-0.376521,-78.4865602,PICHINCHA,14,MUJER,PROBLEMAS SOCIALES,INFLUENCIA DE AMISTADES,2023-05-22,ENCONTRADO,2023-05-26,2023,5,22,4,13-17,170152,1701,17
3014,-2.74097888,-78.84136465,CA�AR,14,HOMBRE,PROBLEMAS PSICOL�GICOS,PROBLEMAS DE CONDUCTA,2023-03-03,ENCONTRADO,2023-03-11,2023,3,3,8,13-17,030150,0301,03
3015,-0.1108838,-78.2945939,PICHINCHA,36,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-09-29,ENCONTRADO,2023-10-15,2023,9,29,16,36-64,170160,1701,17
3016,-0.8857721,-79.4872619,LOS RIOS,27,HOMBRE,PROBLEMAS SOCIALES,DROGADICCION,2023-04-18,ENCONTRADO,2023-05-08,2023,4,18,20,18-35,121050,1210,12
3017,-0.3013626,-76.8571063,ORELLANA,11,MUJER,PROBLEMAS FAMILIARES,MALTRATO PSICOLOGICO,2023-04-09,ENCONTRADO,2023-04-26,2023,4,9,17,12 o menos,220350,2203,22
3018,-1.48824178,-77.99873238,PASTAZA,28,HOMBRE,PROBLEMAS FAMILIARES,PROBLEMAS SENTIMENTALES,2023-07-13,ENCONTRADO,2023-07-25,2023,7,13,12,18-35,160150,1601,16
3019,-2.91442384,-78.94896357,AZUAY,63,HOMBRE,PROBLEMAS SOCIALES,DELINCUENCIA,2023-04-24,ENCONTRADO,2023-04-28,2023,4,24,4,36-64,010170,0101,01
