"provincia","latitud","longitud","edad","sexo","motivo_desaparicion","motivo_desaparicion_obs","fecha_desaparicion","situacion_actual","fecha_localizacion","year","month","day","days_gone","age_group"
"PICHINCHA",-0.0940492,-78.4510101,9,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-23,"ENCONTRADO",2023-04-11,2023,3,23,19,"12 o menos"
"PICHINCHA",-0.243905,-78.537306,13,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-28,"ENCONTRADO",2023-02-14,2023,1,28,17,"13-17"
"GUAYAS",-2.25474887,-79.87910235,28,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-06,"ENCONTRADO",2023-02-14,2023,2,6,8,"18-35"
"AZUAY",-2.90313706,-79.00668307,17,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-13,"ENCONTRADO",2023-02-15,2023,2,13,2,"13-17"
"PICHINCHA",-0.2774129,-78.4609854,18,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-03-10,"ENCONTRADO",2023-03-29,2023,3,10,19,"18-35"
"GUAYAS",-2.10495312,-79.93412018,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-25,"ENCONTRADO",2023-02-14,2023,1,25,20,"13-17"
"EL ORO",-3.25840268,-79.99053134,21,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-09,"ENCONTRADO",2023-02-10,2023,2,9,1,"18-35"
"GUAYAS",-2.6489978,-80.3767992,20,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-12,"ENCONTRADO",2023-02-14,2023,2,12,2,"18-35"
"AZUAY",-2.9153297,-79.0198935,14,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-13,"ENCONTRADO",2023-02-14,2023,2,13,1,"13-17"
"PICHINCHA",0.0411016,-78.2077368,21,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-12,"ENCONTRADO",2023-02-14,2023,2,12,2,"18-35"
"AZUAY",-3.06572171,-79.74778666,37,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-10,"ENCONTRADO",2023-02-13,2023,2,10,3,"36-64"
"AZUAY",-2.8996289,-79.0269628,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-21,"ENCONTRADO",2023-02-15,2023,1,21,25,"13-17"
"PICHINCHA",-0.2590715,-78.5291706,17,"MUJER","SIN_DATO","SIN_DATO",2023-04-15,"DESAPARECIDO",NA,2023,4,15,NA,"13-17"
"CHIMBORAZO",-2.2887976,-78.9237771,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-07,"ENCONTRADO",2023-02-10,2023,2,7,3,"13-17"
"CHIMBORAZO",-2.2887976,-78.9237771,17,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-07,"ENCONTRADO",2023-02-10,2023,2,7,3,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2391898,-79.17014213,53,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-14,"ENCONTRADO",2023-02-15,2023,2,14,1,"36-64"
"GUAYAS",-2.12468073,-79.93075132,60,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-06,"ENCONTRADO",2023-02-15,2023,2,6,9,"36-64"
"PICHINCHA",-0.1350023,-78.4382469,63,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-01,"ENCONTRADO",2023-02-05,2023,2,1,4,"36-64"
"GUAYAS",-2.18923713,-79.89069044,68,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-02-03,"ENCONTRADO",2023-02-15,2023,2,3,12,"65 o mas"
"GUAYAS",-2.12398853,-79.89219183,35,"HOMBRE","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-03-14,"ENCONTRADO",2023-03-18,2023,3,14,4,"18-35"
"MANABI",-0.841538,-80.50188,8,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-05,"ENCONTRADO",2023-02-15,2023,2,5,10,"12 o menos"
"CHIMBORAZO",-1.6083678,-78.730684,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-16,"ENCONTRADO",2023-02-11,2023,1,16,26,"13-17"
"EL ORO",-3.4438902,-79.96203021,41,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-02-08,"ENCONTRADO",2023-02-15,2023,2,8,7,"36-64"
"ZAMORA CHINCHIPE",-3.89117737,-78.78449651,13,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-10,"ENCONTRADO",2023-02-14,2023,2,10,4,"13-17"
"LOJA",-4.0207707,-79.2164531,3,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-29,"ENCONTRADO",2023-02-23,2023,1,29,25,"12 o menos"
"ORELLANA",-0.3013626,-76.8571063,25,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-02-02,"ENCONTRADO",2023-02-15,2023,2,2,13,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2391898,-79.17014213,51,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-14,"ENCONTRADO",2023-02-15,2023,2,14,1,"36-64"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2391898,-79.17014213,26,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-14,"ENCONTRADO",2023-02-15,2023,2,14,1,"18-35"
"PICHINCHA",-0.1229685,-78.4967265,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-15,"ENCONTRADO",2023-02-16,2023,2,15,1,"13-17"
"PICHINCHA",-0.32059576,-78.56340413,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-20,"ENCONTRADO",2023-02-05,2023,1,20,16,"13-17"
"GUAYAS",-2.1503329,-79.6024115,19,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-13,"ENCONTRADO",2023-02-16,2023,2,13,3,"18-35"
"EL ORO",-3.18907574,-79.85556364,14,"MUJER","PROBLEMAS ACADÉMICOS","BAJO RENDIMIENTO",2023-02-14,"ENCONTRADO",2023-02-17,2023,2,14,3,"13-17"
"CHIMBORAZO",-1.66417088,-78.6564367,39,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-03-17,"ENCONTRADO",2023-04-08,2023,3,17,22,"36-64"
"PICHINCHA",-0.2590715,-78.5291706,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-06,"ENCONTRADO",2023-02-14,2023,2,6,8,"13-17"
"ESMERALDAS",0.90856954,-79.69343146,33,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-21,"ENCONTRADO",2023-02-09,2023,1,21,19,"18-35"
"GUAYAS",-2.1284813,-79.9986401,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-06,"ENCONTRADO",2023-02-16,2023,1,6,41,"13-17"
"AZUAY",-2.91457549,-78.96297246,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-14,"ENCONTRADO",2023-02-15,2023,2,14,1,"13-17"
"IMBABURA",0.30234722,-78.26567382,15,"MUJER","PROBLEMAS ACADÉMICOS","BAJO RENDIMIENTO",2023-02-10,"ENCONTRADO",2023-02-16,2023,2,10,6,"13-17"
"MANABI",-0.34645534,-79.60697964,33,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-13,"ENCONTRADO",2023-02-16,2023,2,13,3,"18-35"
"LOJA",-3.98107236,-79.19442179,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-03-16,"ENCONTRADO",2023-03-29,2023,3,16,13,"13-17"
"ESMERALDAS",0.89740461,-79.71300654,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-12,"ENCONTRADO",2023-02-15,2023,2,12,3,"13-17"
"GUAYAS",-2.25185481,-79.92239378,51,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-07,"ENCONTRADO",2023-02-15,2023,2,7,8,"36-64"
"TUNGURAHUA",-1.2164076,-78.5774408,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-14,"ENCONTRADO",2023-02-18,2023,2,14,4,"13-17"
"IMBABURA",0.38225321,-78.109051,21,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-16,"ENCONTRADO",2023-02-17,2023,2,16,1,"18-35"
"GUAYAS",-2.2028553,-79.9116221,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-10,"ENCONTRADO",2023-02-16,2023,2,10,6,"13-17"
"GUAYAS",-2.08487278,-79.96628523,36,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-04,"ENCONTRADO",2023-02-16,2023,2,4,12,"36-64"
"GUAYAS",-2.3286839,-79.4056784,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-19,"ENCONTRADO",2023-04-04,2023,1,19,75,"13-17"
"PICHINCHA",-0.1831118,-78.3555482,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-09,"ENCONTRADO",2023-02-15,2023,2,9,6,"13-17"
"CHIMBORAZO",-1.66436157,-78.63530977,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-15,"ENCONTRADO",2023-02-16,2023,2,15,1,"13-17"
"ORELLANA",-0.3013626,-76.8571063,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-14,"ENCONTRADO",2023-02-20,2023,2,14,6,"13-17"
"ESMERALDAS",0.32936892,-79.46171163,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-10,"ENCONTRADO",2023-02-16,2023,2,10,6,"13-17"
"GUAYAS",-1.37292421,-79.89837657,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-13,"ENCONTRADO",2023-02-22,2023,2,13,9,"13-17"
"EL ORO",-3.123121,-79.8406679,16,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-01-30,"ENCONTRADO",2023-02-16,2023,1,30,17,"13-17"
"BOLIVAR",-1.66470943,-79.04066563,78,"HOMBRE","EXTRAVIADA","HOSPITALIZADO",2023-02-13,"ENCONTRADO",2023-02-17,2023,2,13,4,"65 o mas"
"PASTAZA",-1.45784234,-77.90590808,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-14,"ENCONTRADO",2023-02-16,2023,2,14,2,"13-17"
"TUNGURAHUA",-1.28037,-78.6370367,18,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-14,"ENCONTRADO",2023-02-18,2023,2,14,4,"18-35"
"COTOPAXI",-0.94444457,-78.58734701,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-16,2023,2,14,2,"13-17"
"COTOPAXI",-0.92550312,-78.6139144,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-14,"ENCONTRADO",2023-02-15,2023,2,14,1,"13-17"
"EL ORO",-3.292249,-79.9024779,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-16,"ENCONTRADO",2023-02-17,2023,2,16,1,"13-17"
"PICHINCHA",-0.2113598,-78.5213601,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-17,"ENCONTRADO",2023-02-18,2023,2,17,1,"13-17"
"IMBABURA",0.2343005,-78.2610672,49,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-14,"ENCONTRADO",2023-02-16,2023,2,14,2,"36-64"
"MANABI",-0.9457326,-80.6357184,24,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-10,"ENCONTRADO",2023-02-18,2023,1,10,39,"18-35"
"MANABI",-0.9457326,-80.6357184,45,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-10,"ENCONTRADO",2023-02-18,2023,1,10,39,"36-64"
"MANABI",-0.9457326,-80.6357184,22,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-01-10,"ENCONTRADO",2023-02-18,2023,1,10,39,"18-35"
"EL ORO",-3.25295072,-79.94791746,14,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-18,2023,2,14,4,"13-17"
"GUAYAS",-2.09949189,-79.96049568,43,"HOMBRE","PROBLEMAS SOCIALES","DROGADICCION",2023-01-28,"ENCONTRADO",2023-03-20,2023,1,28,51,"36-64"
"LOS RIOS",-1.67017301,-79.71482045,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-06,"ENCONTRADO",2023-02-16,2023,2,6,10,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25908528,-79.15953468,36,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-15,"ENCONTRADO",2023-02-16,2023,2,15,1,"36-64"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25908528,-79.15953468,34,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-15,"ENCONTRADO",2023-02-16,2023,2,15,1,"18-35"
"TUNGURAHUA",-1.2330962,-78.6200129,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-14,"ENCONTRADO",2023-02-18,2023,2,14,4,"13-17"
"AZUAY",-2.9135617,-79.0308246,13,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-16,"ENCONTRADO",2023-02-17,2023,2,16,1,"13-17"
"LOJA",-4.0059411,-79.2033336,34,"MUJER","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-02-17,"ENCONTRADO",2023-02-19,2023,2,17,2,"18-35"
"MANABI",-1.0503914,-80.6605347,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-17,"ENCONTRADO",2023-02-18,2023,2,17,1,"13-17"
"LOJA",-3.9732528,-79.2159316,36,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-02-15,"ENCONTRADO",2023-02-18,2023,2,15,3,"36-64"
"PICHINCHA",-0.1219249,-78.5005467,13,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-17,2023,2,14,3,"13-17"
"LOJA",-3.9819625,-79.2126673,48,"HOMBRE","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-02-13,"ENCONTRADO",2023-02-16,2023,2,13,3,"36-64"
"PICHINCHA",-0.24161746,-78.52890886,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-17,"ENCONTRADO",2023-02-18,2023,2,17,1,"13-17"
"MORONA SANTIAGO",-2.3074378,-78.1202307,7,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-23,"ENCONTRADO",2023-02-19,2023,1,23,27,"12 o menos"
"AZUAY",-2.87661815,-79.04517712,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-16,"ENCONTRADO",2023-02-20,2023,2,16,4,"18-35"
"PICHINCHA",-0.3283259,-78.4498347,27,"MUJER","SIN_DATO","SIN_DATO",2023-04-19,"DESAPARECIDO",NA,2023,4,19,NA,"18-35"
"ZAMORA CHINCHIPE",-4.00129496,-78.6403992,15,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-01-03,"ENCONTRADO",2023-02-17,2023,1,3,45,"13-17"
"PICHINCHA",-0.1806532,-78.4678382,45,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-19,"ENCONTRADO",2023-02-20,2023,2,19,1,"36-64"
"PICHINCHA",-0.30784762,-78.52700066,38,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-16,"ENCONTRADO",2023-02-19,2023,2,16,3,"36-64"
"PICHINCHA",-0.1868828,-78.4829412,44,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-18,"ENCONTRADO",2023-02-19,2023,2,18,1,"36-64"
"GUAYAS",-2.09388605,-79.96836259,15,"HOMBRE","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-15,"ENCONTRADO",2023-02-20,2023,2,15,5,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2255805,-79.1904065,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-08,"ENCONTRADO",2023-02-15,2023,2,8,7,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",0.0091672,-79.391605,16,"MUJER","PROBLEMAS FAMILIARES","MALTRATO PSICOLOGICO",2023-01-13,"ENCONTRADO",2023-02-20,2023,1,13,38,"13-17"
"TUNGURAHUA",-1.27488429,-78.60638116,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-14,"ENCONTRADO",2023-02-20,2023,2,14,6,"13-17"
"LOS RIOS",-1.5703463,-79.4645478,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-18,2023,2,14,4,"13-17"
"GUAYAS",-2.15021038,-79.82568316,16,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-17,"ENCONTRADO",2023-02-20,2023,2,17,3,"13-17"
"GUAYAS",-2.14176756,-79.87908747,33,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-10,"FALLECIDO",2023-02-18,2023,2,10,8,"18-35"
"MORONA SANTIAGO",-2.3074378,-78.1202307,20,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-05,"ENCONTRADO",2023-02-20,2023,2,5,15,"18-35"
"PICHINCHA",-0.1892967,-78.5044691,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-03,"ENCONTRADO",2023-02-17,2023,2,3,14,"13-17"
"CARCHI",0.82278225,-77.70768821,40,"HOMBRE","PROBLEMAS SOCIALES","MIGRACION",2023-02-07,"ENCONTRADO",2023-02-18,2023,2,7,11,"36-64"
"GUAYAS",-2.13327666,-79.96867946,27,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-03-22,"FALLECIDO",2023-03-28,2023,3,22,6,"18-35"
"PICHINCHA",-0.1775,-78.4766667,49,"MUJER","PROBLEMAS SOCIALES","ALCOHOLISMO",2023-05-20,"ENCONTRADO",2023-05-24,2023,5,20,4,"36-64"
"EL ORO",-3.36368941,-79.84223116,40,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-05-19,"ENCONTRADO",2023-06-01,2023,5,19,13,"36-64"
"PICHINCHA",-0.12377461,-78.51072141,13,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-23,"ENCONTRADO",2023-03-15,2023,2,23,20,"13-17"
"PICHINCHA",-0.29323518,-78.54967366,19,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-03,"ENCONTRADO",2023-03-09,2023,2,3,34,"18-35"
"PICHINCHA",-0.5171654,-78.5807401,10,"HOMBRE","PROBLEMAS SOCIALES","MIGRACION",2023-02-03,"ENCONTRADO",2023-02-16,2023,2,3,13,"12 o menos"
"PICHINCHA",-0.5171654,-78.5807401,8,"MUJER","PROBLEMAS SOCIALES","MIGRACION",2023-02-03,"ENCONTRADO",2023-02-16,2023,2,3,13,"12 o menos"
"PICHINCHA",-0.5171654,-78.5807401,15,"HOMBRE","PROBLEMAS SOCIALES","MIGRACION",2023-02-03,"ENCONTRADO",2023-02-16,2023,2,3,13,"13-17"
"PICHINCHA",-0.5171654,-78.5807401,33,"MUJER","PROBLEMAS SOCIALES","MIGRACION",2023-02-03,"ENCONTRADO",2023-02-16,2023,2,3,13,"18-35"
"IMBABURA",0.3460287,-78.1332284,14,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-19,"ENCONTRADO",2023-02-21,2023,2,19,2,"13-17"
"SANTO DOMINGO DE LOS TSACHILAS",-0.25175718,-79.17186791,12,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-03,"ENCONTRADO",2023-02-05,2023,2,3,2,"12 o menos"
"IMBABURA",0.3907438,-77.9410251,30,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-05,"ENCONTRADO",2023-02-20,2023,2,5,15,"18-35"
"CARCHI",0.8150687,-77.7165925,28,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-18,"ENCONTRADO",2023-02-21,2023,2,18,3,"18-35"
"LOS RIOS",-0.8857721,-79.4872619,41,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-02-05,"ENCONTRADO",2023-02-20,2023,2,5,15,"36-64"
"GUAYAS",-2.1547579,-79.8148895,11,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-31,"ENCONTRADO",2023-02-21,2023,1,31,21,"12 o menos"
"GUAYAS",-2.14141684,-79.92464662,24,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-17,"ENCONTRADO",2023-02-21,2023,2,17,4,"18-35"
"MORONA SANTIAGO",-2.00415198,-77.95299747,17,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-21,"ENCONTRADO",2023-02-21,2023,1,21,31,"13-17"
"LOS RIOS",-1.01495173,-79.46869748,16,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-12,"ENCONTRADO",2023-02-20,2023,2,12,8,"13-17"
"GUAYAS",-2.2061986,-79.9029051,65,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-23,"FALLECIDO",2023-02-24,2023,2,23,1,"65 o mas"
"GUAYAS",-2.155993,-79.9215725,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-18,"ENCONTRADO",2023-02-21,2023,2,18,3,"13-17"
"IMBABURA",0.2978685,-78.219132,19,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-14,"ENCONTRADO",2023-02-20,2023,2,14,6,"18-35"
"PICHINCHA",-0.2806471,-78.5564075,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-16,"ENCONTRADO",2023-02-22,2023,2,16,6,"13-17"
"PICHINCHA",-0.30909984,-78.56088482,12,"MUJER","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-10,"ENCONTRADO",2023-02-21,2023,2,10,11,"12 o menos"
"CHIMBORAZO",-1.6462226,-78.6800607,82,"HOMBRE","DISCAPACIDADES Y ENFERMEDADES","ALZHEIMER",2023-02-19,"ENCONTRADO",2023-02-21,2023,2,19,2,"65 o mas"
"LOJA",-3.9838996,-79.2375892,17,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-11,"ENCONTRADO",2023-02-27,2023,2,11,16,"13-17"
"IMBABURA",0.2343005,-78.2610672,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-11,"ENCONTRADO",2023-02-16,2023,2,11,5,"13-17"
"NAPO",-1.00542871,-77.8101269,25,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-07,"ENCONTRADO",2023-02-22,2023,2,7,15,"18-35"
"NAPO",-1.0072758,-77.8093272,21,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-10,"ENCONTRADO",2023-02-22,2023,2,10,12,"18-35"
"SANTO DOMINGO DE LOS TSACHILAS",-0.2884194,-79.2071895,53,"MUJER","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-02-08,"ENCONTRADO",2023-02-08,2023,2,8,0,"36-64"
"GUAYAS",-2.1372634,-79.8884562,16,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-14,"ENCONTRADO",2023-02-22,2023,2,14,8,"13-17"
"GUAYAS",-2.1943956,-79.913452,15,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-02-16,"ENCONTRADO",2023-02-22,2023,2,16,6,"13-17"
"GUAYAS",-2.03878876,-79.85691011,54,"HOMBRE","FALLECIDO","NO DETERMINADA",2023-02-15,"FALLECIDO",2023-02-22,2023,2,15,7,"36-64"
"PICHINCHA",-0.1287339,-78.514259,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-15,"ENCONTRADO",2023-02-15,2023,2,15,0,"13-17"
"PICHINCHA",-0.0697341,-78.4595644,69,"HOMBRE","PROBLEMAS SOCIALES","DELINCUENCIA",2023-02-15,"ENCONTRADO",2023-02-21,2023,2,15,6,"65 o mas"
"CHIMBORAZO",-1.5654375,-78.7509375,19,"HOMBRE","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-21,"ENCONTRADO",2023-02-22,2023,2,21,1,"18-35"
"TUNGURAHUA",-1.1319379,-78.58835653,25,"MUJER","PROBLEMAS FAMILIARES","FAMILIA DISFUNSIONAL",2023-01-03,"ENCONTRADO",2023-02-16,2023,1,3,44,"18-35"
"NAPO",-0.46476808,-77.89117813,18,"MUJER","DISCAPACIDADES Y ENFERMEDADES","RETARDOS MENTALES",2023-02-13,"ENCONTRADO",2023-02-22,2023,2,13,9,"18-35"
"LOJA",-3.9707404,-79.1966788,43,"MUJER","DISCAPACIDADES Y ENFERMEDADES","OTRAS ENFERMEDADES MENTALES",2023-01-20,"ENCONTRADO",2023-02-21,2023,1,20,32,"36-64"
"TUNGURAHUA",-1.2760056,-78.585247,16,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-01-30,"ENCONTRADO",2023-02-22,2023,1,30,23,"13-17"
"GUAYAS",-1.86218,-79.977669,14,"MUJER","PROBLEMAS FAMILIARES","PROBLEMAS SENTIMENTALES",2023-02-16,"ENCONTRADO",2023-02-22,2023,2,16,6,"13-17"
"CHIMBORAZO",-1.667778,-78.6436418,15,"MUJER","PROBLEMAS SOCIALES","INFLUENCIA DE AMISTADES",2023-02-20,"ENCONTRADO",2023-02-22,2023,2,20,2,"13-17"
"MORONA SANTIAGO",-2.53838106,-78.15719045,5,"HOMBRE","EXTRAVIADA","PERSONA EXTRAVIADA",2023-02-13,"ENCONTRADO",2023-02-22,2023,2,13,9,"12 o menos"
